Mois;Qualité;Territoire;Production totale;Production nucléaire;Production thermique totale;Production thermique charbon;Production thermique fioul;Production thermique gaz;Production hydraulique;Production éolien;Production solaire;Production bioénergies;Consommation totale;Solde exportateur;Echanges export;Echanges import;Echanges avec le Royaume-Uni;Echanges avec l'Espagne;Echanges avec l'Italie;Echanges avec la Suisse;Echanges avec l'Allemagne et la Belgique;
2020-11;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;France;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2020-12;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2021-01;Données consolidées;Grand-Est;9220;6633;982;202;2;777;654;841;13;95;4727;4417;;;;;;;;
2021-01;Données consolidées;Nouvelle-Aquitaine;6207;4834;154;;0;154;664;305;120;126;5054;1153;;;;;;;;
2021-01;Données consolidées;Auvergne-Rhône-Alpes;11604;7838;353;0;9;343;3162;119;37;93;7302;4004;;;;;;;;
2021-01;Données consolidées;Bourgogne-Franche-Comté;529;;104;;0;104;163;219;8;32;2332;-1803;;;;;;;;
2021-01;Données consolidées;Bretagne;496;;194;;10;184;61;195;7;36;2662;-2172;;;;;;;;
2021-01;Données consolidées;Centre-Val de Loire;7927;7436;88;;0;88;29;315;12;45;2207;5720;;;;;;;;
2021-01;Données consolidées;France;55421;37176;5704;795;169;4739;7320;3944;434;839;52983;1946;6757;4962;1364;512;966;1183;-2233;
2021-01;Données consolidées;Ile-de-France;537;;407;0;10;396;2;26;3;98;7797;-7260;;;;;;;;
2021-01;Données consolidées;Occitanie;4099;1882;65;;0;65;1558;428;105;60;4632;-638;;;;;;;;
2021-01;Données consolidées;Normandie;5949;5167;529;243;29;257;10;188;5;48;3070;2879;;;;;;;;
2021-01;Données consolidées;Hauts-de-France;5639;3383;1121;0;5;1115;1;1037;3;91;5184;455;;;;;;;;
2021-01;Données consolidées;PACA;2026;;926;-1;19;908;908;27;87;75;4595;-2573;;;;;;;;
2021-01;Données consolidées;Pays-de-la-Loire;999;;705;351;9;343;3;236;18;34;3150;-2151;;;;;;;;
2021-02;Données consolidées;Grand-Est;7156;4704;634;61;5;568;749;944;32;89;4039;3028;;;;;;;;
2021-02;Données consolidées;Nouvelle-Aquitaine;4679;3352;141;;0;141;614;288;166;114;3907;771;;;;;;;;
2021-02;Données consolidées;Auvergne-Rhône-Alpes;9772;6338;272;0;9;262;2868;135;69;88;5778;3684;;;;;;;;
2021-02;Données consolidées;Bourgogne-Franche-Comté;506;;109;;0;108;133;214;17;32;1927;-1422;;;;;;;;
2021-02;Données consolidées;Bretagne;499;;180;;10;169;55;218;11;33;2273;-1780;;;;;;;;
2021-02;Données consolidées;Centre-Val de Loire;7079;6620;64;;0;64;29;302;23;38;1882;5197;;;;;;;;
2021-02;Données consolidées;France;46951;30337;4071;270;139;3660;6901;4229;632;779;43024;3393;7128;3900;1374;-1005;1514;1359;;
2021-02;Données consolidées;Ile-de-France;442;;312;0;17;295;0;28;6;94;6404;-5961;;;;;;;;
2021-02;Données consolidées;Occitanie;3807;1683;60;;0;60;1475;396;135;56;3307;378;;;;;;;;
2021-02;Données consolidées;Normandie;5792;5124;385;135;26;223;7;215;9;51;2636;3156;;;;;;;;
2021-02;Données consolidées;Hauts-de-France;4681;2513;868;0;5;863;1;1209;9;78;4522;158;;;;;;;;
2021-02;Données consolidées;PACA;1717;;659;-1;17;642;865;18;104;69;3539;-1828;;;;;;;;
2021-02;Données consolidées;Pays-de-la-Loire;663;;341;75;7;258;3;255;30;31;2600;-1937;;;;;;;;
2021-03;Données consolidées;Grand-Est;6400;4255;480;29;4;445;714;747;99;103;4231;2083;;;;;;;;
2021-03;Données consolidées;Nouvelle-Aquitaine;4572;3325;131;;0;130;425;243;341;106;4019;553;;;;;;;;
2021-03;Données consolidées;Auvergne-Rhône-Alpes;10410;7166;299;0;10;288;2601;116;127;97;6079;4055;;;;;;;;
2021-03;Données consolidées;Bourgogne-Franche-Comté;413;;95;;0;94;87;168;32;30;1945;-1534;;;;;;;;
2021-03;Données consolidées;Bretagne;497;;185;;4;180;56;193;22;38;2233;-1741;;;;;;;;
2021-03;Données consolidées;Centre-Val de Loire;6795;6347;63;;0;62;13;279;49;43;1831;4964;;;;;;;;
2021-03;Données consolidées;France;47598;31695;4153;225;138;3788;5946;3695;1258;849;43913;3201;7306;4239;1491;190;1376;1491;;
2021-03;Données consolidées;Ile-de-France;430;;287;0;5;281;6;24;12;100;6468;-6037;;;;;;;;
2021-03;Données consolidées;Occitanie;3918;1853;58;;0;58;1285;401;256;64;3429;379;;;;;;;;
2021-03;Données consolidées;Normandie;6466;5841;352;96;25;230;11;182;18;60;2643;3823;;;;;;;;
2021-03;Données consolidées;Hauts-de-France;5149;2905;1024;0;5;1018;1;1106;18;92;4600;548;;;;;;;;
2021-03;Données consolidées;PACA;1680;;720;-1;16;705;672;19;191;76;3637;-1962;;;;;;;;
2021-03;Données consolidées;Pays-de-la-Loire;715;;399;100;8;290;3;212;64;35;2578;-1863;;;;;;;;
2021-04;Données consolidées;Grand-Est;5964;3929;690;21;7;662;548;611;87;96;3670;2252;;;;;;;;
2021-04;Données consolidées;Nouvelle-Aquitaine;4058;3016;14;;0;13;227;239;450;110;3351;707;;;;;;;;
2021-04;Données consolidées;Auvergne-Rhône-Alpes;7948;5635;206;0;9;196;1767;99;164;74;5188;2488;;;;;;;;
2021-04;Données consolidées;Bourgogne-Franche-Comté;330;;41;;0;41;41;167;47;33;1712;-1387;;;;;;;;
2021-04;Données consolidées;Bretagne;291;;13;;9;3;50;158;33;35;1857;-1571;;;;;;;;
2021-04;Données consolidées;Centre-Val de Loire;6371;6012;8;;0;8;4;236;66;42;1513;4858;;;;;;;;
2021-04;Données consolidées;France;39562;27209;3055;187;137;2730;4034;2936;1543;782;37747;1392;6227;4969;1105;437;882;859;;
2021-04;Données consolidées;Ile-de-France;181;;29;0;15;14;7;21;16;106;5562;-5380;;;;;;;;
2021-04;Données consolidées;Occitanie;3282;1815;0;;0;0;799;292;313;60;2921;270;;;;;;;;
2021-04;Données consolidées;Normandie;4619;4260;148;-2;15;136;9;125;26;48;2269;2350;;;;;;;;
2021-04;Données consolidées;Hauts-de-France;4298;2538;872;0;0;871;1;776;28;80;4158;139;;;;;;;;
2021-04;Données consolidées;PACA;1376;;582;-1;17;566;527;15;196;54;3226;-1857;;;;;;;;
2021-04;Données consolidées;Pays-de-la-Loire;710;;389;169;5;214;2;191;89;38;2130;-1419;;;;;;;;
2021-05;Données consolidées;Grand-Est;6616;4472;183;21;5;156;843;918;95;102;3522;3093;;;;;;;;
2021-05;Données consolidées;Nouvelle-Aquitaine;4070;2906;15;;0;15;306;285;427;129;3175;895;;;;;;;;
2021-05;Données consolidées;Auvergne-Rhône-Alpes;9792;6556;36;2;9;25;2849;103;162;82;4916;4556;;;;;;;;
2021-05;Données consolidées;Bourgogne-Franche-Comté;431;;28;;0;27;100;226;44;33;1631;-1208;;;;;;;;
2021-05;Données consolidées;Bretagne;342;;5;;4;1;49;217;31;38;1716;-1379;;;;;;;;
2021-05;Données consolidées;Centre-Val de Loire;4961;4513;3;;0;2;8;321;67;48;1370;3590;;;;;;;;
2021-05;Données consolidées;France;41433;27574;1232;18;107;1106;6270;3946;1578;830;35007;5939;;;1734;1052;1686;1045;;
2021-05;Données consolidées;Ile-de-France;156;;14;0;10;3;7;29;16;88;5092;-4935;;;;;;;;
2021-05;Données consolidées;Occitanie;2532;966;0;;0;0;905;282;325;52;2631;-241;;;;;;;;
2021-05;Données consolidées;Normandie;5686;5240;143;-1;21;123;9;203;27;63;2053;3633;;;;;;;;
2021-05;Données consolidées;Hauts-de-France;4629;2918;496;0;0;496;1;1091;31;89;3871;758;;;;;;;;
2021-05;Données consolidées;PACA;1617;;187;-1;18;170;1116;18;233;60;2948;-1339;;;;;;;;
2021-05;Données consolidées;Pays-de-la-Loire;461;;80;-2;0;82;2;248;89;40;1919;-1457;;;;;;;;
2021-06;Données consolidées;Grand-Est;6468;4645;490;9;0;480;877;250;108;96;3212;3254;;;;;;;;
2021-06;Données consolidées;Nouvelle-Aquitaine;3207;2321;18;;0;18;230;83;436;118;2810;397;;;;;;;;
2021-06;Données consolidées;Auvergne-Rhône-Alpes;9929;6448;123;0;8;114;3017;87;174;76;4569;5136;;;;;;;;
2021-06;Données consolidées;Bourgogne-Franche-Comté;228;;19;;0;19;55;73;48;31;1488;-1259;;;;;;;;
2021-06;Données consolidées;Bretagne;178;;6;;5;0;44;59;30;38;1506;-1334;;;;;;;;
2021-06;Données consolidées;Centre-Val de Loire;5047;4839;3;;0;3;6;82;69;45;1162;3884;;;;;;;;
2021-06;Données consolidées;France;39246;27716;1559;29;132;1397;6217;1341;1635;776;32032;6840;8768;2075;1745;1371;1610;1141;;
2021-06;Données consolidées;Ile-de-France;139;;12;0;9;3;6;7;17;95;4537;-4397;;;;;;;;
2021-06;Données consolidées;Occitanie;2228;897;0;;0;0;724;223;342;39;2567;-474;;;;;;;;
2021-06;Données consolidées;Normandie;6498;6215;142;0;19;123;10;47;25;58;1877;4620;;;;;;;;
2021-06;Données consolidées;Hauts-de-France;3271;2347;465;0;0;465;1;346;32;77;3456;-185;;;;;;;;
2021-06;Données consolidées;PACA;1697;;173;-1;16;158;1217;11;238;57;2940;-1249;;;;;;;;
2021-06;Données consolidées;Pays-de-la-Loire;225;;32;21;0;10;1;67;83;41;1737;-1511;;;;;;;;
2021-07;Données consolidées;Grand-Est;7513;5484;414;11;0;401;916;488;105;103;3200;4310;;;;;;;;
2021-07;Données consolidées;Nouvelle-Aquitaine;4020;2964;17;;0;17;283;185;436;132;3077;943;;;;;;;;
2021-07;Données consolidées;Auvergne-Rhône-Alpes;9822;6483;66;0;7;58;2930;77;174;90;4670;4971;;;;;;;;
2021-07;Données consolidées;Bourgogne-Franche-Comté;341;;22;;0;21;110;124;48;36;1484;-1143;;;;;;;;
2021-07;Données consolidées;Bretagne;242;;2;;1;1;46;118;34;39;1548;-1313;;;;;;;;
2021-07;Données consolidées;Centre-Val de Loire;5081;4756;10;;0;9;6;190;68;49;1229;3851;;;;;;;;
2021-07;Données consolidées;France;40555;28449;1605;54;159;1392;5626;2295;1686;892;32959;7268;;;1907;1316;2090;1353;;
2021-07;Données consolidées;Ile-de-France;157;;0;0;0;0;6;17;16;116;4394;-4237;;;;;;;;
2021-07;Données consolidées;Occitanie;2126;924;0;;0;0;556;225;361;58;2766;-773;;;;;;;;
2021-07;Données consolidées;Normandie;5726;5398;146;0;24;122;9;93;26;52;1830;3896;;;;;;;;
2021-07;Données consolidées;Hauts-de-France;3750;2436;588;0;0;588;1;604;35;84;3518;232;;;;;;;;
2021-07;Données consolidées;PACA;1288;;183;-1;14;170;749;13;257;84;3222;-1939;;;;;;;;
2021-07;Données consolidées;Pays-de-la-Loire;339;;48;45;4;-1;1;153;91;43;1809;-1469;;;;;;;;
2021-08;Données consolidées;Grand-Est;7128;5413;168;15;0;152;891;444;102;107;2954;4165;;;;;;;;
2021-08;Données consolidées;Nouvelle-Aquitaine;3978;3091;21;0;0;21;112;174;447;130;3034;943;;;;;;;;
2021-08;Données consolidées;Auvergne-Rhône-Alpes;9185;6616;12;0;4;7;2210;77;181;86;4276;4636;;;;;;;;
2021-08;Données consolidées;Bourgogne-Franche-Comté;260;;18;;0;18;61;104;48;27;1351;-1094;;;;;;;;
2021-08;Données consolidées;Bretagne;242;;5;;3;1;45;116;33;42;1494;-1258;;;;;;;;
2021-08;Données consolidées;Centre-Val de Loire;5744;5444;6;;0;6;2;179;69;41;1260;4483;;;;;;;;
2021-08;Données consolidées;France;39162;29010;957;70;166;720;4408;2213;1713;857;31184;7600;0;0;1878;1837;2090;1393;;
2021-08;Données consolidées;Ile-de-France;145;;3;0;3;0;6;19;20;96;4019;-3874;;;;;;;;
2021-08;Données consolidées;Occitanie;2017;898;0;;0;0;488;186;377;65;2718;-781;;;;;;;;
2021-08;Données consolidées;Normandie;5505;5170;139;0;21;119;8;110;24;51;1743;3762;;;;;;;;
2021-08;Données consolidées;Hauts-de-France;3505;2375;362;0;0;361;1;649;33;83;3287;218;;;;;;;;
2021-08;Données consolidées;PACA;972;;49;0;16;33;571;13;258;79;3124;-2157;;;;;;;;
2021-08;Données consolidées;Pays-de-la-Loire;322;;55;56;0;-1;0;136;87;43;1710;-1387;;;;;;;;
2021-09;Données consolidées;Grand-Est;6374;4732;478;17;0;461;644;307;106;104;3222;3117;;;;;;;;
2021-09;Données consolidées;Nouvelle-Aquitaine;3819;2983;25;;0;25;203;119;365;122;2971;847;;;;;;;;
2021-09;Données consolidées;Auvergne-Rhône-Alpes;8382;6452;99;0;8;90;1537;61;153;77;4559;3549;;;;;;;;
2021-09;Données consolidées;Bourgogne-Franche-Comté;248;;37;;0;37;47;86;49;27;1495;-1254;;;;;;;;
2021-09;Données consolidées;Bretagne;219;;5;;1;4;44;101;30;37;1521;-1307;;;;;;;;
2021-09;Données consolidées;Centre-Val de Loire;6184;5942;1;;0;0;2;132;64;40;1218;4965;;;;;;;;
2021-09;Données consolidées;France;38505;29001;2197;498;146;1552;3417;1651;1421;815;32350;5764;2118;6126;1114;1433;2126;1468;;
2021-09;Données consolidées;Ile-de-France;167;;1;0;1;0;4;14;18;129;4550;-4382;;;;;;;;
2021-09;Données consolidées;Occitanie;1612;684;0;;0;0;422;172;279;52;2550;-1004;;;;;;;;
2021-09;Données consolidées;Normandie;6663;6373;130;0;25;105;7;82;22;46;1840;4823;;;;;;;;
2021-09;Données consolidées;Hauts-de-France;2958;1830;568;0;0;568;1;448;34;74;3577;-619;;;;;;;;
2021-09;Données consolidées;PACA;939;;180;0;12;168;493;11;191;60;2895;-1959;;;;;;;;
2021-09;Données consolidées;Pays-de-la-Loire;807;;572;481;0;90;0;113;80;40;1777;-969;;;;;;;;
2021-10;Données consolidées;Grand-Est;7008;5225;635;47;2;585;487;516;41;101;3652;3263;;;;;;;;
2021-10;Données consolidées;Nouvelle-Aquitaine;3883;3084;113;;0;112;167;221;189;107;3211;672;;;;;;;;
2021-10;Données consolidées;Auvergne-Rhône-Alpes;9947;8070;210;0;8;201;1408;111;63;83;5288;4290;;;;;;;;
2021-10;Données consolidées;Bourgogne-Franche-Comté;337;;93;;0;93;50;137;19;36;1720;-1390;;;;;;;;
2021-10;Données consolidées;Bretagne;372;;139;;8;131;43;140;13;34;1788;-1420;;;;;;;;
2021-10;Données consolidées;Centre-Val de Loire;5657;5314;38;;0;37;3;231;28;41;1416;4241;;;;;;;;
2021-10;Données consolidées;France;41695;30658;3621;600;180;2840;3092;2807;703;812;36762;4291;2745;4155;464;861;2141;1873;;
2021-10;Données consolidées;Ile-de-France;374;;225;0;15;210;5;23;6;113;5646;-5272;;;;;;;;
2021-10;Données consolidées;Occitanie;1962;878;52;;0;52;491;334;140;64;2756;-956;;;;;;;;
2021-10;Données consolidées;Normandie;6549;6130;209;0;30;180;6;136;9;56;2158;4390;;;;;;;;
2021-10;Données consolidées;Hauts-de-France;3505;1954;681;0;5;675;1;775;13;79;3915;-410;;;;;;;;
2021-10;Données consolidées;PACA;973;;362;0;17;345;419;17;120;53;2988;-2022;;;;;;;;
2021-10;Données consolidées;Pays-de-la-Loire;1011;;772;553;2;216;0;159;38;41;2057;-1045;;;;;;;;
2021-11;Données consolidées;Grand-Est;8808;6358;1391;240;2;1148;427;498;30;101;4254;4444;;;;;;;;
2021-11;Données consolidées;Nouvelle-Aquitaine;3498;2624;150;;0;149;239;199;165;119;4170;-671;;;;;;;;
2021-11;Données consolidées;Auvergne-Rhône-Alpes;10221;7873;294;0;10;283;1799;104;61;89;6159;3718;;;;;;;;
2021-11;Données consolidées;Bourgogne-Franche-Comté;342;;102;;0;102;54;133;16;35;2022;-1685;;;;;;;;
2021-11;Données consolidées;Bretagne;422;;182;;38;143;51;140;13;34;2188;-1773;;;;;;;;
2021-11;Données consolidées;Centre-Val de Loire;5772;5422;59;;0;59;5;221;26;36;1861;3910;;;;;;;;
2021-11;Données consolidées;France;44284;30370;5726;566;192;4966;4026;2699;635;825;44458;-812;6062;-1111;-160;-841;1045;1513;;
2021-11;Données consolidées;Ile-de-France;555;;415;0;33;381;5;23;6;105;6737;-6181;;;;;;;;
2021-11;Données consolidées;Occitanie;2142;897;59;;0;59;638;347;138;60;3581;-1608;;;;;;;;
2021-11;Données consolidées;Normandie;5376;4929;239;-1;31;208;5;134;9;58;2528;2848;;;;;;;;
2021-11;Données consolidées;Hauts-de-France;4319;2265;1239;0;5;1233;1;720;11;80;4593;-273;;;;;;;;
2021-11;Données consolidées;PACA;1745;;847;-1;20;828;712;15;108;61;3561;-1821;;;;;;;;
2021-11;Données consolidées;Pays-de-la-Loire;940;;700;328;3;369;0;159;37;40;2607;-1667;;;;;;;;
