Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","162","Norvège","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2019","2019","indice","1.19","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2010","2010","Kcal/personne/jour","1947","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2011","2011","Kcal/personne/jour","1947","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2012","2012","Kcal/personne/jour","1948","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2013","2013","Kcal/personne/jour","1949","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2014","2014","Kcal/personne/jour","1951","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2015","2015","Kcal/personne/jour","1952","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2016","2016","Kcal/personne/jour","1953","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2017","2017","Kcal/personne/jour","1954","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1954","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2019","2019","Kcal/personne/jour","1954","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2020","2020","Kcal/personne/jour","1954","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2538","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2011","2011","Kcal/personne/jour","2539","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2012","2012","Kcal/personne/jour","2541","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2013","2013","Kcal/personne/jour","2543","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2014","2014","Kcal/personne/jour","2545","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2015","2015","Kcal/personne/jour","2546","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2016","2016","Kcal/personne/jour","2548","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","Kcal/personne/jour","2550","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2550","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2019","2019","Kcal/personne/jour","2551","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","162","Norvège","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2552","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","85","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20102012","2010-2012","g/personne/jour","86.4","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20112013","2011-2013","g/personne/jour","87.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20122014","2012-2014","g/personne/jour","88","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20132015","2013-2015","g/personne/jour","87","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20142016","2014-2016","g/personne/jour","86.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","85.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","85.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","51.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20102012","2010-2012","g/personne/jour","52","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20112013","2011-2013","g/personne/jour","52.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20122014","2012-2014","g/personne/jour","52","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20132015","2013-2015","g/personne/jour","51","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20142016","2014-2016","g/personne/jour","50.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","50","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","49.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20092011","2009-2011","%","24","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20102012","2010-2012","%","24","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20112013","2011-2013","%","26","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20122014","2012-2014","%","28","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20132015","2013-2015","%","28","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20142016","2014-2016","%","26","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20152017","2015-2017","%","25","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","21","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20172019","2017-2019","%","20","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2010","2010","Kcal/personne/jour","1789","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2011","2011","Kcal/personne/jour","1789","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2012","2012","Kcal/personne/jour","1792","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2013","2013","Kcal/personne/jour","1795","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2014","2014","Kcal/personne/jour","1798","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2015","2015","Kcal/personne/jour","1801","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2016","2016","Kcal/personne/jour","1803","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2017","2017","Kcal/personne/jour","1805","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1807","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2019","2019","Kcal/personne/jour","1809","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2020","2020","Kcal/personne/jour","1810","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2305","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2011","2011","Kcal/personne/jour","2306","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2012","2012","Kcal/personne/jour","2309","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2013","2013","Kcal/personne/jour","2313","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2014","2014","Kcal/personne/jour","2318","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2015","2015","Kcal/personne/jour","2321","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2016","2016","Kcal/personne/jour","2324","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","Kcal/personne/jour","2328","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2331","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2019","2019","Kcal/personne/jour","2334","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","153","Nouvelle-Calédonie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2336","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","93.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20102012","2010-2012","g/personne/jour","93.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20112013","2011-2013","g/personne/jour","94.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20122014","2012-2014","g/personne/jour","91.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20132015","2013-2015","g/personne/jour","91.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20142016","2014-2016","g/personne/jour","92.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","92.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","93.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","56.4","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20102012","2010-2012","g/personne/jour","56.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20112013","2011-2013","g/personne/jour","57.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20122014","2012-2014","g/personne/jour","53","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20132015","2013-2015","g/personne/jour","51.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20142016","2014-2016","g/personne/jour","51.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","51","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","51.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2010","2010","I$","37657.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2011","2011","I$","38214.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2012","2012","I$","38857.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","39599.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2014","2014","I$","40432.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2015","2015","I$","41086.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2016","2016","I$","41672.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2017","2017","I$","42285.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","42866.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","42877.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2020","2020","I$","42404.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20092011","2009-2011","%","8","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20102012","2010-2012","%","8","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20112013","2011-2013","%","8","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20122014","2012-2014","%","9","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20132015","2013-2015","%","9","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20142016","2014-2016","%","9","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20152017","2015-2017","%","10","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","10","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20172019","2017-2019","%","10","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2010","2010","indice","1.24","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2011","2011","indice","1.38","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2012","2012","indice","1.36","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2013","2013","indice","1.45","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2014","2014","indice","1.47","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2015","2015","indice","1.53","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.52","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.59","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.54","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2019","2019","indice","1.51","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2010","2010","Kcal/personne/jour","1908","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2011","2011","Kcal/personne/jour","1906","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2012","2012","Kcal/personne/jour","1906","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2013","2013","Kcal/personne/jour","1907","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2014","2014","Kcal/personne/jour","1908","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2015","2015","Kcal/personne/jour","1908","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2016","2016","Kcal/personne/jour","1909","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2017","2017","Kcal/personne/jour","1909","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1908","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2019","2019","Kcal/personne/jour","1908","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2020","2020","Kcal/personne/jour","1908","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2479","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2011","2011","Kcal/personne/jour","2477","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2012","2012","Kcal/personne/jour","2477","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2013","2013","Kcal/personne/jour","2478","F","Estimation FAO",""
